,sentence,emotion
6375,Be careful .,4
6376,"Hey , let me outta here !",4
6377,My son's missing since last night .,4
6378,"Ooh ... Well , we almost had it there for a second ,",4
6379,"Oh god , I promise I won't say anything .",4
6380,Here we go again .,4
6381,All I could think of was that they were going to kill me .,4
6382,[PERSON] ! Assassin!,4
6383,We whispered your names when we were kids ... scared to say them out loud .,4
6384,"Please , we need help !",4
6385,This has been confusing since it started ...,4
6386,"A strange voice, a series of instructions that may have come from anywhere.",4
6387,But in fact the level was dangerously low .,4
6388,"A strange voice , a set of instructions that might have come from anywhere .",4
6389,What have I done ?,4
6390,"With what money , and what about us ?",4
6391,Now it's going to [LOCATION] to measure the ice melt. by herself .,4
6392,Or God knows in how many lifetimes you'll be paying for it .,4
6393,"If it was in all states , not good .",4
6394,I think my dog ​​is escaping.,4
6395,You're afraid of what may happen if the war comes ?,4
6396,"And I panicked , and I lied .",4
6397,I suppose she has good intentions.,4
6398,"Man , they'd lock me up from now to [PERSON] .",4
6399,Sent what ?,4
6400,He tied her up ... He beat her with some instrument and strangled her .,4
6401,That's why I hope I haven't lost my phone .,4
6402,Won't you work with these monsters?,4
6403,There is no stopping what cannot be stopped.,4
6404,Why go on taking chances ?,4
6405,You're caught below another man's gun !,4
6406,Isn't [PERSON]'s death enough ?,4
6407,"No , it's just ... I read in this thing that's what I'm supposed to do .",4
6408,Are you sure ?,4
6409,"Dude , there's not any chance of my becoming involved in this , is there ?",4
6410,He's after me .,4
6411,I rose to a difficult task.,4
6412,Careful !,4
6413,They are vicious killers! Wait a minute !,4
6414,But now it is the military-industrial information complex that is bureaucratically moving towards controlling and establishing control over the country's entire democratic process.,4
6415,Not good . Let's not get caught in the car .,4
6416,Shh . Somebody's out there .,4
6417,You're stuck .,4
6418,My stools were a little soft.,4
6419,What I don't understand is whether someone was trying to kill [PERSON] ... or whether someone was trying to kill [PERSON] because she was with you .,4
6420,It's him.,4
6421,They'll kill you and all of us .,4
6422,"Whenever I'm petrified , I either cry or sing .",4
6423,Is [PERSON] really dead?,4
6424,"[PERSON] , are you okay ?",4
6425,"Yes , son , I'm afraid .",4
6426,"If you don't find a [PERSON] killer, we're both history.",4
6427,There are men in the house with guns.,4
6428,There must be an error .,4
6429,My wife is in bad shape .,4
6430,Uh-oh !,4
6431,They're gonna be tough to run out .,4
6432,These are some of the highest ranking military officials in our defense program .,4
6433,"And I felt real fear, [website].",4
6434,I'm not ready for this.,4
6435,I can see panicked citizens taking to the streets if this comes out.,4
6436,I left you a note today. It's very strange.,4
6437,"If you print anything now , I'll be exposed .",4
6438,What if they catch the Captain before he gets help ?,4
6439,Didn't I tell ya some day he'd turn on ya ?,4
6440,How did [PERSON] hurt Liberty Rail?,4
6441,"Code red, code red!",4
6442,So what's gonna happen to me ?,4
6443,Help me please ! - Get him off me!,4
6444,"Get it through your head , or you and me are both gone too .",4
6445,I'm burning .,4
6446,You do realize you're talking about going after an FBI agent ?,4
6447,"King [PERSON] says not only do I have to kill you ,",4
6448,Let's just worry about getting out of here .,4
6449,You try to escape ...,4
6450,Looks like trouble for your boss .,4
6451,"That thing's not for real , is it ?",4
6452,Someone to help me.,4
6453,Why don't they fire?,4
6454,No . Not the rangers . What'll I do ?,4
6455,Rumor has it that there are as many corpses as up there.,4
6456,My husband will kill me when he finds out .,4
6457,I got ta get back . Move it back !,4
6458,It was horrible there .,4
6459,I got up and started to speak and the long powerful arm of [PERSON] reached into this sacred chamber and grabbed me by the neck .,4
6460,I'm not fit to be a senator !,4
6461,All that noise and fire ...,4
6462,And now we need law enforcement forces that can meet the enemy in our own position and carry enough firepower to get the job done.,4
6463,He's so crazy about that car and driving fast...,4
6464,l needed him alive !,4
6465,You'd be killed just for giving up something.,4
6466,Living horrors of the deep were described today ,4
6467,"You'll kill him , stop !",4
6468,"Please , be careful .",4
6469,"To tell the truth , [PERSON] , tonight we're a little bit nervous .",4
6470,"Stop , [PERSON] , stop !",4
6471,"[PERSON], you're asking me to fully commit to men and money based on hunch.",4
6472,"This girl appears from nowhere . Now she's talking to this guy . That's a little convenient , don't you think ?",4
6473,They'll kill us first .,4
6474,I'm not doing it alone .,4
6475,Who are vicious killers ?,4
6476,"Watch it , it's still wet .",4
6477,What the hell were you doing diving there ?,4
6478,Nurse ...,4
6479,cause snakes are scary .,4
6480,It was an accident .,4
6481,"Excuse me , but we've got a flight that's just about to leave .",4
6482,There seems to be a problem in the future.,4
6483,I wanted to stop you from doing something you'd be sorry for .,4
6484,Hawkins!,4
6485,"Oh , [PERSON] , I'm a coward .",4
6486,Was he hurt bad ?,4
6487,I'm going now to the church for confession .,4
6488,"The only reasonable explanation is a germ , a bacteria or a virus , that has a mind - altering effect .",4
6489,The public's not calm .,4
6490,"All right , for those people on the street , if there's any trouble , collapse on the house . Those inside , stay inside .",4
6491,I'm a little bit frightened .,4
6492,I hope not .,4
6493,"Is it not possible that some kind of external intelligence, some disembodied entity, has entered our plane of existence?",4
6494,Can we get there without being seen ?,4
6495,Prudent !,4
6496,[PERSON] could've been killed by that intruder .,4
6497,"The trouble is , I need money for manufacturing and promotion .",4
6498,What's that noise ?,4
6499,The monster ?,4
6500,How about my wrist ?,4
6501,I was frantic .,4
6502,"I'd say the odds against a successful escape are 100 , to one .",4
6503,It's better to get out of here... 'Cause I will never give in to [the site].,4
6504,Then what did you just stuff under your bed ? Nothing .,4
6505,"She's vulnerable , wide - open to be hurt badly .",4
6506,How much longer do you think your country will last ?,4
6507,So what'd you do ?,4
6508,"[People], that's impossible!",4
6509,Where's my mom ?,4
6510,It's a train robbery .,4
6511,I heard you ran into some trouble today .,4
6512,I've only got hours .,4
6513,It puts him in the area within one hour of the first killing .,4
6514,Don't embarrass me in front of [PERSON] .,4
6515,"Take her , please .",4
6516,Don't hit your dad.,4
6517,Car exploded outside .,4
6518,"Hey, don't shoot!",4
6519,"[PERSON] said to tell the old man - I'm sorry , sir , the captain - that he'd better start thinking about a tow .",4
6520,This storm is really bad.,4
6521,"Nothing wild , right ?",4
6522,"Oh, [PERSON], I'm worried about what you're going to do on the investigation tomorrow.",4
6523,I'm in rehab ?,4
6524,Now we are running out of ammunition .,4
6525,He continued to expect lightning to come out of the sky and drive him to death.,4
6526,"Oh , well I'm no psychiatrist ... . She looks to me like she needs professional help .",4
6527,"Oh , God , please help .",4
6528,"Don't try anything rash , or you're dead along with everyone else .",4
6529,"Dad , they've got [PERSON] .",4
6530,You had me scared for a minute .,4
6531,She killed her husband just as if she had shot him.,4
6532,They are looking for you.,4
6533,Whoops .,4
6534,Oh my God I promise I won't say anything.,4
6535,TV ... Satan's spirit flew out of the TV !,4
6536,You been in touch with [PERSON] ...,4
6537,You are getting heavier and heavier it can't carry you any longer,4
6538,Wish for our lives !,4
6539,I'm not ready for this .,4
6540,"Don't burn yourself , [PERSON] .",4
6541,Watch your back .,4
6542,Don't .,4
6543,The dead are reactivated by unknown forces.,4
6544,Something's wrong .,4
6545,Get a doctor at once !,4
6546,Can you still keep going on ?,4
6547,He embezzled five million euros and [PERSON] was going to expose him ?,4
6548,"She shot me , at me .",4
6549,It's urgent !,4
6550,Nurse !,4
6551,I have to warn the Soviets in the clearest possible terms that they risk taking us to the brink of an armed confrontation with incalculable consequences for all mankind .,4
6552,And now we need a law enforcement unit able to meet the enemy on his own ground and carrying enough firepower to get the job done .,4
6553,i couldn't ...,4
6554,"And I felt real scared , [LOCATION] .",4
6555,I can't fight you two.,4
6556,You're contaminated .,4
6557,Don't anybody move !,4
6558,"If we don't get that money, how does [PERSON] get to Seattle?",4
6559,Are you buried alive ? No .,4
6560,We all got ta be careful .,4
6561,Now she's going to [LOCATION] to measure glacial melt . By herself .,4
6562,We're gonna come out dead !,4
6563,A strange ship was witnessed when the storm was exhausted.,4
6564,I don't think you understand the situation . These guys are religious zealots .,4
6565,"Please , you have to let me go .",4
6566,Don't come apart on me now .,4
6567,Don't leave me !,4
6568,"Don't give up , mate !",4
6569,It's horrible .,4
6570,"Yeah , um , are we starting the interview now ?",4
6571,I do not know what to do .,4
6572,We were worried about [PERSON] .,4
6573,"Oh , no ?",4
6574,"He calls back, and this time he is very scared.",4
6575,Don't look !,4
6576,I have a terrible feeling he cut off my head .,4
6577,I really am in a hurry .,4
6578,"[PERSON] . [PERSON] , what happened ?",4
6579,Escape is impossible .,4
6580,"She's going to kill him, [PERSON].",4
6581,"You know , now that we're alone , there's ... There's something that I've been wanting to ask you .",4
6582,How can waste disposal be ensured?,4
6583,What the hell was that ? !,4
6584,"They see violence , they'll become violent .",4
6585,Are you trying to get me killed ?,4
6586,"If we screw up the graduation, we'll have to do the basics all over again.",4
6587,I'm afraid .,4
6588,"Father , maybe we could ... Go in the other room and speak privately ?",4
6589,We got to save her !,4
6590,We thought they might be weapons directed against us .,4
6591,Don't let them take me!,4
6592,I saw one of those things take thirty hits and keep on coming .,4
6593,"It's your gun , sir ?",4
6594,do not look!,4
6595,"Cover him up , quickly .",4
6596,"She's about eight months pregnant and , uh ...",4
6597,There are men in the house with guns .,4
6598,and you will be responsible for keeping weapons out of space .  ,4
6599,Someone's tampering with the security circuits .,4
6600,"Not too bad, but there is sloppy weather ahead.",4
6601,"It can't be a coincidence it lays out this way , [PERSON] .",4
6602,I'm afraid it's not that easy.,4
6603,"They see violence, they become violent.",4
6604,Something must have scared him.,4
6605,I see six sides to every risk and reasons not to take it .,4
6606,Somebody starts a rumour and they lose their heads .,4
6607,Haven't I told you you're gonna get your melon opened ?,4
6608,Really scary.,4
6609,"No , Mr. [PERSON] , please don't call ...",4
6610,You're supposed to say something.,4
6611,I'm shaky .,4
6612,"Well, it might be the beast, okay!",4
6613,"[PERSON] , sic him !",4
6614,He's going to get us in trouble.,4
6615,just in case .,4
6616,You have destroyed us .,4
6617,[PERSON]'s crying ! [PERSON]'s crying !,4
6618,What do they want with us ?,4
6619,"If I go , you'll ruin me .",4
6620,Please save us .,4
6621,We could have been killed .,4
6622,"Lacy , watch out !",4
6623,"And nowhere is more dangerous than their local bar , the rat catcher .",4
6624,"Boy , that old character mut be a kook .",4
6625,"There were four , uh , aliens aboard I think .",4
6626,Look after you .,4
6627,"No , you don't !",4
6628,"No , it isn't . Just because we aren't expecting resistance , don't relax on this one .",4
6629,"How do you know we can trust her ? She's had your fingers before , [PERSON] .",4
6630,A man died looking at his wife.,4
6631,It's a train robbery.,4
6632,I do not want unnecessary scandal . You have not to preoccupy yourself with that .,4
6633,"It's all right , don't shoot !",4
6634,There's no stopping what can't be stopped .,4
6635,"If we close , our stock won't be worth a nickel .",4
6636,Right now I am just freaking out .,4
6637,"Not a victim , [PERSON] -- a target , like you .",4
6638,We have to get her to a doctor .,4
6639,"But the crisis is now , sir .",4
6640,Watch out !,4
6641,"If we didn't have a price on our heads , we'd get out of this hole .",4
6642,What does the girl do when the man keeps chasing her?,4
6643,They have [PERSON] .,4
6644,Get me out of here .,4
6645,What have I done now ?,4
6646,We found the bomb .,4
6647,Is he dead?,4
6648,"It wasn't her fault , honest it wasn't .",4
6649,So you can see that [PERSON] is having problems.,4
6650,"It is very dangerous, and absolutely unpredictable.",4
6651,Kelly's dead ?,4
6652,One thing ... Admiral [PERSON] only allowed us planes ...,4
6653,"Somehow I had to reach [PERSON] , to survive .",4
6654,That could take years ... cost millions of lives .,4
6655,But I'm not out of danger yet .,4
6656,Japs !,4
6657,"It's too late, isn't it?",4
6658,"I will be punished, and I must be punished.",4
6659,"Oh , my God . It's the devil .",4
6660,"And as I was relating this to him , our missiles started shutting down one by one .",4
6661,"There's no doctors upstairs , and there's no way out of here .",4
6662,He is behind me.,4
6663,We're going to come out dead!,4
6664,You are taken under the weapon of another man!,4
6665,Give us water !,4
6666,What life awaits a half man outside the fence ?,4
6667,"[People], I-I-I love you.",4
6668,"If we do this, we are in trouble.",4
6669,Apparently there's been a bomb and some shooting in the street .,4
6670,It's going to be a disaster .,4
6671,"[PERSON] , are you all right ?",4
6672,"I managed to disembark, but became separated from the other survivors.",4
6673,"Don't , I've got things in my mouth !",4
6674,"[PERSON] . [PERSON], are you okay?",4
6675,* don't want to be re-re-re-repossessed * * re-re-re-repossessed,4
6676,"l pumped your stomach . Oh , God .",4
6677,Someone told me they thought he once killed a man.,4
6678,You're gonna make me swear on the Bible ?,4
6679,"[PERSON] , be careful !",4
6680,"My God , stop him !",4
6681,"Anyway, I practically had to beg her to get some plastic, and you know how supportive that is.",4
6682,"[PERSON] was here last night , trying to kill me .",4
6683,"After that, I doubt we'll be allowed to live.",4
6684,I don't have much time .,4
6685,"They certainly want you to stay on . It's just , they felt when it came to head of department ...",4
6686,This thing that's killing your people and I'm from the other side.,4
6687,Uh-oh .,4
6688,"Gentlemen , please don't go .",4
6689,It will probably kill me too.,4
6690,I'll be late for the first bell !,4
6691,Are you sure you really love me ?,4
6692,"You know , [PERSON] , I'm a little scared myself .",4
6693,I don't know ... Maybe the batteries are dead .,4
6694,[PERSON] will ruin this bank if we don't stop him .,4
6695,"If [PERSON] sees a phone company subpoena , now , she'll bust a gut .",4
6696,"If I give them any trouble , they cut me .",4
6697,I think my dog's escaping .,4
6698,"X-Ray , this is Bad Karma .",4
6699,[PERSON] is taken .,4
6700,They come from the New Orleans Bridge Club ... and they've been bonded by the steward .,4
6701,"They can't fire both of us, right?",4
6702,Are you taking care of yourself ?,4
6703,They're going to catch us no matter what we do.,4
6704,"Well , I. . . my dad was a high - powered accountant .",4
6705,"But until we figure it out , it may be a good idea for you to stay at home .",4
6706,But there's something you might not know about us.,4
6707,Nurse!,4
6708,My God . It's the devil.,4
6709,He's afraid I'll tell the truth about my relationship with [PERSON] ...,4
6710,"And there she was , dead .",4
6711,There's got to be guns in this house .,4
6712,They'll disembowel us .,4
6713,Steady .,4
6714,A strange ship was sighted running out of the storm .,4
6715,I'll tell them anything !,4
6716,We wouldn't last more than hours before we had a fatal accident !,4
6717,"I got it wrong, I'm not [PERSON]!",4
6718,"He has a shotgun for you, [PERSON].",4
6719,"How many ? = All of us . - Sorry , not enough room .",4
6720,The doctor said you shouldn't excite yourself.,4
6721,"You really are trying to kill me , aren't you ?",4
6722,She has the curse.,4
6723,He's gonna kill you !,4
6724,I was going nearly crazy 'cause I couldn't find Little Sheba .,4
6725,You see that gun in his hands ?,4
6726,How much do you think he heard ?,4
6727,"If we make him alive, will he forgive us?",4
6728,And yet with all that ... they still want to try it again ?,4
6729,"[PERSON]'s gonna kill me , [PERSON] .",4
6730,It's her !,4
6731,I always knew there was something strange about their crowd . What are you talking about ?,4
6732,Isn't that rather exposing the First Lady to some risk ?,4
6733,"Don't touch him , he's hot !",4
6734,"Oh , [PERSON] ! God !",4
6735,l don't want to hurt a cop .,4
6736,Watch your back.,4
6737,But there's the challenge .,4
6738,I am attacked from all sides!,4
6739,"Mr. [PERSON] , that sounds like a threat .",4
6740,"Well , we won't tell anybody about that , okay ?",4
6741,"Please , give me one more minute !",4
6742,It's a matter of life and death .,4
6743,"You came up here to kill me , didn't you ?",4
6744,"I really have no explanation for that , Senator .",4
6745,You are crazy !,4
6746,I don't know what the hell to do .,4
6747,I can't start acting like a father now .,4
6748,Nearly creamed us both .,4
6749,I tried to get him to see a psychiatrist.,4
6750,"I also know about surveillance, detritus, videotapes.",4
6751,"No ! [PERSON] I don't know, I swear.",4
6752,"Excuse me , sir . What about your meal ?",4
6753,"Aarfy , if anything happens to me , will you take care of my girl ?",4
6754,Are you okay ?,4
6755,An enemy had saved my life by the violent murder of one of my best friends .,4
6756,[PERSON] could have been killed by that intruder.,4
6757,"Fine , except I'm scared to death .",4
6758,"[PERSON] , could I have a word with you ?",4
6759,What's dying ?,4
6760,Oh no . Shit ! [PERSON] !,4
6761,They said I was photographing a military subject .,4
6762,There's no way in the world I'm going down this road.,4
6763,"Don't joke with me If we wait too long , that monster will get us",4
6764,What would she do ?,4
6765,"Oh , o dear ...",4
6766,They are in chaos.,4
6767,"All right , let's get the hell out .",4
6768,That's bad.,4
6769,I fear really fear for the future .,4
6770,"If we yield to blackmail from this man , we'll become a laughing stock !",4
6771,"Hey , I'm sorry about upstairs but I do see your pretty face and I just had to kiss it .",4
6772,"[PERSON] , there is no time .",4
6773,Do you think it's an epidemic like the flu ?,4
6774,Let's get out of here !,4
6775,He killed when he was born ... without knowin' it .,4
6776,You're hopelessly outnumbered,4
6777,[LOCATION] and Junior have been kidnapped .,4
6778,"But when men who aren't actually there have intercourse with you , it is time to see a good psychiatrist .",4
6779,I was so worried that ...,4
6780,Call the police.,4
6781,Seemed worried about it .,4
6782,"If I'm not on guard every moment , you steal across the border into reality .",4
6783,This kid has taken a savage beating .,4
6784,"One , that I don't mess up as a manager .",4
6785,It may jeopardize the peace and stability of [LOCATION].,4
6786,I saw one of these things take thirty hits and keep coming.,4
6787,She pulls back on the trigger and at that moment I wake up screaming .,4
6788,"Uh , people will get hurt .",4
6789,At first I thought it was a. . .,4
6790,A woman comes suddenly and she has this gun.,4
6791,"[PERSON] , don't go to him !",4
6792,He let go of my hand . And I was lost .,4
6793,"[PERSON] , I can not go to prison .",4
6794,Shh. Someone is there.,4
6795,The reality however is much different .,4
6796,These are some of the highest ranked military personnel in our defense program.,4
6797,"Oh , God , we thought they'd killed you .",4
6798,Is Mommy going to be all right ?,4
6799,Or - or maybe you mean embarrassing the badge .,4
6800,I want you to pull over and stop so's we don't have an accident or worse .,4
6801,We don't want - we don't want to do this but...,4
6802,We don't know what we're dealing with.,4
6803,There is no one I can contact for help.,4
6804,"We didn't pass that cutoff , did we ?",4
6805,It's serious trouble . So many dead and wounded .,4
6806,Then they killed [PERSON] . One behind the ear with a . .,4
6807,This is difficult enough.,4
6808,"In a dream, the destroyer was destroyed.",4
6809,"Please , let's go !",4
6810,What's with you lately ? I'll take care of this .,4
6811,We got to do something or it'll be too late .,4
6812,Something's going on .,4
6813,Don't shoot ! Don't shoot !,4
6814,the monster ?,4
6815,No . Not the rangers. What will I do ?,4
6816,I've got to get out before he gets back !,4
6817,Is there no a door of another side ?,4
6818,"You get beaten though , don't you ?",4
6819,A gunfight .,4
6820,Don't shoot !,4
6821,"[PERSON], there is no time.",4
6822,Not covet thy neighbor's wife .,4
6823,"If one of them is following you, there should be more people around them.",4
6824,"If the strychnine wasn't in the coffee and we know it wasn't in the cocoa, where was it?",4
6825,"If he found out , he'd insist upon doing it himself if he had the money , which I doubt .",4
6826,They are coming to kill you!,4
6827,We should both go .,4
6828,I don't know why I'm in such a hurry to get into trouble again.,4
6829,I would say the odds against a successful breakout are 100 to one.,4
6830,"Sort of takin' the long way , aren't ya ?",4
6831,If things don't work out ...,4
6832,Get me out of here !,4
6833,Is he okay?,4
6834,"Well ... L - l - listen ! Don't say anything to [PERSON] about this , all right ?",4
6835,No sense taking any chances in this thing .,4
6836,"Well , I - I believe ... I believe things have gone far enough .",4
6837,"I am aware of that , but to be seen together could be disastrous for us both .",4
6838,She tried to kill me because I told her about Nately.,4
6839,They make me.,4
6840,What's a girl to do when a man keeps following her around ?,4
6841,I'll get you now !,4
6842,"Here , faster , before the planes are back .",4
6843,"I made it ashore , but I got separated from the other survivors .",4
6844,I'm in a strange man surrounded by strangers in a strange room!,4
6845,"[PERSON] , you said that if [PERSON] came up dirty , you won't take him in .",4
6846,I thought he was going to kill me.,4
6847,Get back .,4
6848,Careful of my vitals .,4
6849,It's a matter of life or death.,4
6850,"Don't open that door , [PERSON] .",4
6851,"What the hell is going on out there , [PERSON] ?",4
6852,"Since he found out we're behind it , he's been running us ragged .",4
6853,That would be difficult for me. Assuming ...,4
6854,You have to get there before sunset.,4
6855,It's a damn nightmare .,4
6856,"Hey , don't shoot !",4
6857,The coach was robbed and [PERSON] killed .,4
6858,"You start trouble , and I start bleeding .",4
6859,What are we gonna do ?,4
6860,It's not enough .,4
6861,I hope [PERSON] isn't watching .,4
6862,I need protection.,4
6863,I'm afraid so .,4
6864,"Reading something like that was, frankly, alarming to me.",4
6865,It's you .,4
6866,"Aarfy , if anything happens to me , will you take care of my girl ?",4
6867,Suppose they met?,4
6868,"They know that if that power was , you know , delineated to the average person , we wouldn't need them anymore .",4
6869,This child was brutally beaten.,4
6870,They don't tell you why.,4
6871,It's too late .,4
6872,"Repeatedly, destroyer.",4
6873,What ? They took her body .,4
6874,I'm afraid .,4
6875,Now we're running out of ammo.,4
6876,They are burying us alive!,4
6877,"But , Mr. [PERSON] , what about ... ?",4
6878,We lost you.,4
6879,There's a big hole in the flight deck .,4
6880,"Look, sir, we don't have much time.",4
6881,"[PERSON] , I'm worried .",4
6882,Isn't [PERSON]'s death enough?,4
6883,"[PERSON], please don't go.",4
6884,They found my fingerprints on a glass of beer in her apartment .,4
6885,Faster ? ! ...,4
6886,"This has gone too far now , huh ?",4
6887,"I don't know , maybe we're all just spooked .",4
6888,Excuse me sir . And your meal?,4
6889,"If we do this , we're in trouble .",4
6890,We are in great danger .,4
6891,"But talking about it, for anyone, would have dire consequences.",4
6892,"Killed the pain all right , but he almost died .",4
6893,What the hell am I supposed to do now?,4
6894,"Miss Windy , the villa has been ransacked",4
6895,"Since he fled, residents of bordering states have been afraid to leave their homes.",4
6896,Please don't leave me now.,4
6897,"[PERSON] , [PERSON] , I'll tell you something .",4
6898,I fear that what life remains to me ...,4
6899,How can I undo the spell ?,4
6900,"He's dead , isn't he ?",4
6901,Did Captain [PERSON] look sick?,4
6902,"You'd better leave that bandage alone , unless you want to start bleeding again .",4
6903,"If they find out you're FBI , we have a problem .",4
6904,Women and children off the street !,4
6905,"But it's nothing I wanted my daughter or anybody down at the Bureau to make a big deal about , either .",4
6906,"You know , it's dangerous for you to be here in the frozen food section .",4
6907,I can't go through it ... You hear me ?,4
6908,So you're going to report sister [PERSON] to the police ?,4
6909,And I was thinking ' Why haven't they arrested us ? ' ,4
6910,It's dangerous .,4
6911,We have a big problem.,4
6912,I can't see myself .,4
6913,I ain't through talkin' with you yet !,4
6914,I know . Ring the alarm ?,4
6915,Guns for them ?,4
6916,I think I'm gonna faint .,4
6917,All right . Nobody move .,4
6918,"To read something like that was , frankly , it was alarming to me .",4
6919,"If you stand where [PERSON] was, you will drown.",4
6920,We have to save her!,4
6921,[PERSON] put me on this .,4
6922,I'm afraid to let her try .,4
6923,She can't stay off that kidney machine too long .,4
6924,It was just ... something happened that ... hasn't happened in like years .,4
6925,How's Miss [PERSON] bearing up ?,4
6926,He can raise public opinion against us .,4
6927,I'm the one that left you that note today . That's so strange .,4
6928,"I'm [PERSON] , sir .",4
6929,No ! Windy !,4
6930,Don't leave me .,4
6931,"Yes, my son, I'm afraid.",4
6932,They're quite merciless .,4
6933,Who's dead ?,4
6934,They've been setting up weird radar sensors all over downtown .,4
6935,And I haven't seen her since .,4
6936,Take me out . Help me !,4
6937,But he knew I was lying.,4
6938,"Once at sea , if we get there , our troubles will have just begun .",4
6939,It's not an easy thing to do .,4
6940,The helicopter crashed .,4
6941,[PERSON] - boy's got a little something personal to discuss with you .,4
6942,We'll never get to the airport .,4
6943,Can't they find it?,4
6944,I need some protection now from [PEARSON] .,4
6945,There's some problems .,4
6946,( laughter ) woman :,4
6947,"Honey, he can never support you.",4
6948,Withdraw !,4
6949,Then they will kill us!,4
6950,"Good heavens , is that thing lost again ?",4
6951,Nobody better have a cold .,4
6952,It's a goddamn nightmare.,4
6953,Brave ?,4
6954,Y - You mean we're gettin' off this submarine ?,4
6955,What is schizophrenia but is a terrifying condition where what's here doesn't match what's there?,4
6956,Don't ever leave me .,4
6957,It might get infected .,4
6958,He doesn't think a forensic chemist will be able to determine the identity of the spermicide.,4
6959,"And nowhere is more dangerous than the local bar, the rat catcher.",4
6960,Are you going to shoot me?,4
6961,He should have been here by now .,4
6962,They make me .,4
6963,What if Case tortures her ?,4
6964,"I know you are , but this just got times harder for me to get out of .",4
6965,I want to go .,4
6966,You had your trial.,4
6967,She plans her suicide .,4
6968,"Wait, wait, I can't do that from here.",4
6969,We don't know where the hell we are .,4
6970,We've run into a fog system not previously reported .,4
6971,downstairs.,4
6972,What is schizophrenia but a horrifying state where what's in here doesn't match what's out there ?,4
6973,Let it be anybody but her .,4
6974,He also does not support me .,4
6975,I really have . -I-I-I must go now.,4
6976,We've got to get this man off the floor .,4
6977,"Not coming to [LOCATION], at least not for a while.",4
6978,"Now , because I screwed up , read from that book , one lousy time , evil has found me .",4
6979,Some gang of cutthroats and murderers .,4
6980,What are we going to do ?,4
6981,Anybody could be wrong .,4
6982,What do you want to do about your body?,4
6983,"Perhaps he killed [PERSON] , too .",4
6984,National agencies are in desperate need of these funds.,4
6985,I have risen to a difficult task .,4
6986,"Doctor, how long have you been doing this?",4
6987,All the flight crew is ... either dead or ... or badly injured .,4
6988,"Get her back for me , please .",4
6989,"It couldn't have been me , sir .",4
6990,The court can't hear you .,4
6991,It may endanger the very peace and stability of [LOCATION] .,4
6992,What happens to us now ?,4
6993,"I contacted the police , I contacted the FBI .",4
6994,"But to speak of this , to anyone , would bring dire consequences .",4
6995,I was the opposite . I was angry .,4
6996,"Fellas , we got ta be alone .",4
6997,It's difficult holding her .,4
6998,So help me God .,4
6999,She can't know we're nuns ! Why not ? What if [PERSON] and [PERSON] find her ?,4
7000,I'm afraid to let her try.,4
7001,"She's hysterical , beating ...",4
7002,"My grandma is really sick,",4
7003,What if they hired us?,4
7004,I had made the first real enemy of my life .,4
7005,We have an emergency .,4
7006,Because you were afraid for the safety of yourselves and your unborn child?,4
7007,Feels like we're going down .,4
7008,A deal is impossible .,4
7009,"Sir , is human life at stake ?",4
7010,Which way is this train heading ?,4
7011,"So , you'll work your way through all the gangsters ?",4
7012,"Oh , [PERSON] , won't you please give me the money ?",4
7013,That's dangerous .,4
7014,I see my child ... in different poses ... that look like she was drugged .,4
7015,Something must have scared him .,4
7016,"Otherwise , I fear not only for the safety of our men , but frankly , for their lives as well .",4
7017,"[PERSON] , if the runway isn't long enough ...",4
7018,He'll snap any day .,4
7019,She'll kill you ! She killed him !,4
7020,You think [PERSON]'s gonna buy that ?,4
7021,for the next war will be an interplanetary war . ,4
7022,I changed my mind .,4
7023,"Now , you may kill me , but if you don't come to your senses and throw it down , they're gonna kill you .",4
7024,"[PERSON] , they will kill you!",4
7025,"Well , you know , I thought we was supposed to be like ...",4
7026,This looks like a mind - fuck to me .,4
7027,And then they'll kill us !,4
7028,Switch over !,4
7029,"Oh , boy .",4
7030,The sword drew blood from the wounds and King [PERSON] was saddened . ,4
7031,Are you upset ?,4
7032,"Captain , back the starboard engine !",4
7033,Just look at me . I can't get through that jungle .,4
7034,"She... She doesn't speak for the rest of us, Mr. [NOBODY].",4
7035,We haven't enough fuel to hold the keel down .,4
7036,Apparently there was a bomb and some shots in the street.,4
7037,You do not understand .,4
7038,Stop the car !,4
7039,This is just horrible .,4
7040,Yikes ! A penguin in a pot !,4
7041,"No - no - no - no ... now , see , half my team is dead ... by your hand .",4
7042,Can you make it ?,4
7043,"Oh , boundless heaven and earth Help me !",4
7044,I was shot up pretty bad .,4
7045,"Mr [PERSON] , sir ?",4
7046,"If I miss that meeting , I'll lose about half next year's sales commissions .",4
7047,You seem to me to be what my mother warned me about :,4
7048,"Isn't it possible that some sort of external intelligence , some discarnate entity , has crossed into our plane of existence ?",4
7049,"When the shooting starts , don't forget to duck .",4
7050,Really scary .,4
7051,Don't look to the right or to the left.,4
7052,So my father was murdered .,4
7053,"That butcher , [PERSON] , he'll take head ... and butcher them himself .",4
7054,We mustn't stop .,4
7055,How come there is no fire in the room ?,4
7056,Anything serious ?,4
7057,But what happens if ...,4
7058,I was scared shitless they'd think I was still alive .,4
7059,"[PERSON] , they'll kill you too .",4
7060,"Oh , shit , he's here .",4
7061,I'm a frightened playing card.,4
7062,"I didn't see him , but he hit me .",4
7063,There's trouble down here .,4
7064,Who are you and what do you want ?,4
7065,He ain't gonna make it .,4
