,sentence,emotion
9787, fabulous really fabulous fabulousreally  fabulousreally ,5
9788,you are all welcome to drink at the dry bar youare areall  welcometo todrink  atthe     are to  to the at bar ,5
9789,we are  weare are  weare ,5
9790,you can get brave any time you feel like it youcan canget getbrave braveany anytime  youfeel feellike likeit      any feel youfeellike feellikeit ,5
9791, fuckng love t  fuckng fucknglove lovet t  fucknglove fucknglovet lovet ,5
9792,  perfect surgeon  perfect perfectsurgeon  perfect perfectsurgeon ,5
9793,all right allright  ,5
9794,now my senses re nothing specil in the cse of lcohol nd other  but there is   sense tht  round the world bring their left  nowmy  sensesre renothing nothingspecil specilin inthe thecse cseof oflcohol lcoholnd ndother other but butthere thereis is  sense sensetht tht round roundthe theworld    left  now re sensesrenothing renothingspecil nothingspecilin specilinthe inthecse thecseof cseoflcohol oflcoholnd lcoholndother ndother otherbut butthere butthereis thereis is sense sensetht sensetht thtround roundthe roundtheworld the their left  ,5
9795,person was right you are lovely personwas wasright rightyou youare arelovely  personwasright wasrightyou rightyouare youarelovely ,5
9796,you guys are so sweet you know that  youguys guysare areso sosweet sweetyou youknow knowthat that  youguysare guysareso aresosweet sosweetyou sweetyouknow youknowthat knowthat ,5
9797,what beautiful roses whatbeautiful beautifulroses  whatbeautifulroses ,5
9798, thnk   splendd de thnk thnk  splendd splenddde  thnk thnk splendd splenddde ,5
9799,this is beautiful thisis isbeautiful  thisisbeautiful ,5
9800,person baby personbaby  ,5
9801,adrian can really cook  adriancan canreally reallycook cook  adriancanreally canreallycook reallycook ,5
9802,thank you  welcome thankyou you welcome  thankyou youwelcome ,5
9803,just to sit here with him is  very gret honour for me justto tosit sithere herewith withhim  is very verygret grethonour  forme      with  isvery verygret verygrethonour gret me ,5
9804,faster son faster  fasterson sonfaster faster  fastersonfaster sonfaster ,5
9805, why  do thngs to feel good why why do dothngs thngsto tofeel feelgood  why whydo dothngs dothngsto thngstofeel tofeelgood ,5
9806,is her lover he comes over isher herlover loverhe hecomes comesover  isherlover herloverhe loverhecomes hecomesover ,5
9807, free  free from doubt free from having to make painful choices free free free       tomake    free freefree  doubt free doubt having to make to choices ,5
9808, have an dea  have havean andea dea  havean haveandea andea ,5
9809,  sign you must be pretty hppy  sign signyou youmust mustbe bepretty prettyhppy  sign signyou signyoumust youmustbe mustbepretty beprettyhppy ,5
9810, guess person was about the prettest wth all that long yellow har guess  personwas  aboutthe theprettest prettestwth wthall allthat thatlong  yellowhar   was person the abouttheprettest theprettestwth prettestwthall wthallthat  that har ,5
9811,look at all the smiling faces lookat atall allthe thesmiling smilingfaces  lookatall atallthe allthesmiling thesmilingfaces ,5
9812,they are always happy theyare arealways alwayshappy  theyarealways arealwayshappy ,5
9813,fshion this spring is mking  big impct fshionthis  springis ismking mking big bigimpct  fshion is springismking ismking mkingbig bigimpct ,5
9814,person had her specialty she imitated frogs personhad hadher herspecialty specialtyshe sheimitated imitatedfrogs  personhadher hadherspecialty herspecialtyshe specialtysheimitated sheimitatedfrogs ,5
9815, light skinned he loves his kids light lightskinned skinnedhe heloves loveshis hiskids  lightskinned lightskinnedhe skinnedheloves heloveshis loveshiskids ,5
9816,be happy in your work behappy happyin inyour yourwork  behappyin happyinyour inyourwork ,5
9817,why  you go play with your  why you yougo goplay playwith withyour your  whyyou yougo yougoplay goplaywith playwithyour withyour ,5
9818,lovely woman yes  magne what t s lovelywoman womanyes yes magne magnewhat whatt ts  lovelywomanyes womanyes yesmagne magnewhat magnewhatt whatts ,5
9819, know  crazy about me know know crazy crazyabout aboutme  know knowcrazy crazyabout crazyaboutme ,5
9820, escaped  escaped escaped  escaped ,5
9821, remember when  ws yers old mr person clled me n for  meetng remember rememberwhen when ws wsyers yersold  mrperson personclled clledme men nfor for meetng  rememberwhen rememberwhen whenws wsyers wsyersold yers person mrpersonclled personclledme clledmen menfor nfor formeetng ,5
9822, was smart was wassmart  wassmart ,5
9823,ten million is even better tenmillion millionis iseven evenbetter  tenmillionis millioniseven isevenbetter ,5
9824,sweet  sweet  ,5
9825, good at it good goodat atit  goodat goodatit ,5
9826,the water is  thewater wateris is  thewateris wateris ,5
9827,won it in  stud gme wonit itin in stud studgme  wonitin itin instud studgme ,5
9828, thought she was splendd thought thoughtshe shewas wassplendd  thoughtshe thoughtshewas shewassplendd ,5
9829,damn right damnright  ,5
9830, been building  reputtion for yers been beenbuilding building reputtion reputtionfor foryers  beenbuilding beenbuilding buildingreputtion reputtionfor reputtionforyers ,5
9831,goodnight  ,5
9832,ha ha  hi  hi everybody  haha ha hi hi hi hieverybody everybody  haha hahi hi hihi hieverybody hieverybody ,5
9833, thnk ths s the best day 've ever had thnk thnkths thss sthe thebest bestday day've 'veever   thnkths thnkthss thssthe sthebest thebestday bestday've day'veever 've ,5
9834,daisy you look lovely daisyyou youlook looklovely  daisyyoulook youlooklovely ,5
9835,it was bloody wonderful itwas wasbloody bloodywonderful  itwasbloody wasbloodywonderful ,5
9836,admiring the view person  admiringthe theview viewperson person  admiringtheview theviewperson viewperson ,5
9837,glad you reminded me gladyou youreminded remindedme  gladyoureminded youremindedme ,5
9838,last night lastnight  ,5
9839,must be  beutiful horse mustbe be beutiful beutifulhorse  mustbe bebeutiful beutifulhorse ,5
9840,surprise  surprise  ,5
9841,he was ill but he has recovered hewas wasill illbut buthe hehas hasrecovered  hewasill wasillbut illbuthe buthehas hehasrecovered ,5
9842,come on  do your heart good comeon on do doyour yourheart heartgood  comeon ondo doyour doyourheart yourheartgood ,5
9843,every dog  ever knew seemed to hve  very nce lfe ndeed  dog ever   seemedto tohve hve very verynce ncelfe lfendeed   dogever  seemed to seemedtohve tohve hvevery verynce veryncelfe ncelfendeed ,5
9844,you bet  youbet bet  youbet ,5
9845,you know the table is good youknow knowthe thetable tableis isgood  youknowthe knowthetable thetableis tableisgood ,5
9846,it has become beautiful ithas hasbecome becomebeautiful  ithasbecome hasbecomebeautiful ,5
9847, she pretty  she shepretty pretty  shepretty shepretty ,5
9848,my pleasure sisters mypleasure pleasuresisters  mypleasuresisters ,5
9849, slept wth women slept sleptwth wthwomen  sleptwth sleptwthwomen ,5
9850, working working  ,5
9851,hey we got  free movie next door heywe wegot got free freemovie movienext nextdoor  heywegot wegot gotfree freemovie freemovienext movienextdoor ,5
9852, know but t's  shme the fghter hd to de for me to mke t know  butt's t's shme shmethe thefghter fghterhd hdto tode defor forme meto tomke mket   t's butt's t'sshme shmethe shmethefghter thefghterhd fghterhdto hdtode todefor deforme  metomke tomket ,5
9853,looks nice to me person looksnice niceto tome meperson  looksniceto nicetome tomeperson ,5
9854, come to wish you gladness come cometo towish wishyou yougladness  cometo cometowish towishyou wishyougladness ,5
9855,very nice show person verynice niceshow showperson  veryniceshow niceshowperson ,5
9856,sounds good soundsgood  ,5
9857,hello  ,5
9858,  sex trfficking survivor  sex sextrfficking trffickingsurvivor  sex sextrfficking sextrffickingsurvivor ,5
9859, men he hd  gret sense of humor he wsn't nother junke wth  homemde mm men menhe hehd hd gret gretsense senseof ofhumor  hewsn't wsn'tnother notherjunke junkewth wth homemde homemdemm  menhe menhehd hehd hdgret gretsense gretsenseof senseofhumor of wsn't hewsn'tnother wsn'tnotherjunke notherjunkewth junkewth wthhomemde homemdemm ,5
9860,no harm at all mate noharm harmat atall allmate  noharmat harmatall atallmate ,5
9861,hannah  hannah  ,5
9862, m  swn  m m swn swn  m mswn swn ,5
9863,tonya  tonya  ,5
9864,lades and gentlemen t s wth great pleasure that  ntroduce you to robocop ladesand andgentlemen gentlement ts swth wthgreat   that ntroduce ntroduceyou youto   ladesandgentlemen andgentlement gentlements tswth swthgreat wth that  thatntroduce ntroduceyou ntroduceyouto you ,5
9865, glad you liked it glad gladyou youliked likedit  gladyou gladyouliked youlikedit ,5
9866,from your niece sir fromyour yourniece niecesir  fromyourniece yourniecesir ,5
9867,hey there little buddy heythere therelittle littlebuddy  heytherelittle therelittlebuddy ,5
9868,can you come and have some breakfast with me  canyou youcome comeand andhave havesome somebreakfast breakfastwith withme me         withme ,5
9869, see you later okay  see seeyou youlater laterokay okay  seeyou seeyoulater youlaterokay laterokay ,5
9870,pretty huh but  perfect prettyhuh huhbut but perfect  prettyhuhbut huhbut butperfect ,5
9871,oh feet  ohfeet feet  ohfeet ,5
9872,read what the critics say wonderful  readwhat whatthe thecritics criticssay saywonderful wonderful  readwhatthe whatthecritics thecriticssay criticssaywonderful saywonderful ,5
9873,boiled down for his  lads  be free grog for all hands  if we could  it on top of his   forhis his lads lads be    forall allhands hands if ifwe wecould could it iton  topof ofhis  for his forhis hislads lads ladsbe  grog for all  allhands handsif ifwe  wecould couldit iton it of  ,5
9874,she loved racing sheloved lovedracing  shelovedracing ,5
9875, loved your drawng loved lovedyour yourdrawng  lovedyour lovedyourdrawng ,5
9876,he looked nice helooked lookednice  helookednice ,5
9877,it will be divine itwill willbe bedivine  itwillbe willbedivine ,5
9878,person nice to meet you personnice niceto tomeet meetyou  personniceto nicetomeet tomeetyou ,5
9879,well  look on the bright side well look lookon  thebright brightside  welllook lookon look bright thebrightside ,5
9880,foo foo is  good dog foofoo foois is good gooddog  foofoois foois isgood gooddog ,5
9881,  nice guitr  nice niceguitr  nice niceguitr ,5
9882,splendid  ,5
9883,this you would buy t  store nd tke it to  prty if you wnted to get big lughs thisyou youwould wouldbuy buyt t store storend ndtke tkeit itto to prty prtyif ifyou youwnted wntedto toget  biglughs    wouldbuyt buyt tstore storend storendtke ndtkeit tkeitto itto toprty prtyif prtyifyou ifyouwnted youwntedto wntedtoget to lughs ,5
9884,in ny cse gentlemen  chrming nd exquisite womn inny nycse csegentlemen gentlemen chrming chrmingnd ndexquisite exquisitewomn  innycse nycsegentlemen csegentlemen gentlemenchrming chrmingnd chrmingndexquisite ndexquisitewomn ,5
9885,it  tste better   fork on your left mr lnd it tste tstebetter better  fork  onyour   mrlnd  ittste tstebetter tstebetter better fork  your on mr lnd ,5
9886,once you had the look for me of an exquisite lady onceyou youhad hadthe  lookfor forme meof ofan      had for    of lady ,5
9887,person says very nice things about you in her letters   verynice   aboutyou youin inher   very nice very about you   in ,5
9888,good morning goodmorning  ,5
9889,is tht  fine  womn or wht  istht tht fine fine womn womnor orwht wht  istht thtfine fine finewomn womnor womnorwht orwht ,5
9890,you also  youalso also  youalso ,5
9891, good  it  good good it it  good goodit it ,5
9892,pleasure meeting you pleasuremeeting meetingyou  pleasuremeetingyou ,5
9893,wht  glorious dy it ws wht glorious gloriousdy dyit itws  whtglorious gloriousdy gloriousdyit dyitws ,5
9894,she said she thought it was very thoughtful of me shesaid saidshe  thoughtit itwas wasvery verythoughtful thoughtfulof ofme   said it thoughtitwas itwasvery  verythoughtfulof  ,5
9895, medi opoly medi mediopoly  mediopoly ,5
9896,you think of yourself and the one  in love with youthink thinkof ofyourself  andthe theone one in inlove lovewith  youthinkof  of the  theone onein inlove inlovewith ,5
9897,yes he loves you yeshe heloves lovesyou  yesheloves helovesyou ,5
9898,probbly  prejudiced but it seems to me tht person is  pretty cute young ldy probbly prejudiced  butit  seemsto tome metht thtperson personis is pretty   youngldy  probblyprejudiced  it but to  tometht methtperson thtpersonis personis ispretty  young ldy ,5
9899,but  am very glad to meet you but am amvery veryglad gladto tomeet meetyou  butam amvery amveryglad verygladto gladtomeet tomeetyou ,5
9900,does that sign say bqe  doesthat thatsign signsay saybqe bqe  doesthatsign thatsignsay signsaybqe saybqe ,5
9901,thanks little mate thankslittle littlemate  thankslittlemate ,5
9902,here you take one too hereyou youtake takeone onetoo  hereyoutake youtakeone takeonetoo ,5
9903, get  get get  get ,5
9904, tost to where we girls ws born tost tostto towhere wherewe wegirls girlsws wsborn  tostto tosttowhere towherewe wherewegirls wegirlsws girlswsborn ,5
9905,it feels wonderful  itfeels feelswonderful wonderful  itfeelswonderful feelswonderful ,5
9906,yeah this is really beautiful yeahthis thisis isreally reallybeautiful  yeahthisis thisisreally isreallybeautiful ,5
9907,but good lord yes  butgood goodlord lordyes yes  butgoodlord goodlordyes lordyes ,5
9908,do you know  remember you now  doyou youknow know remember rememberyou younow now  doyouknow youknow knowremember rememberyou rememberyounow younow ,5
9909,boy  feel great boy feel feelgreat  boyfeel feelgreat ,5
9910,oh and  as it should be ohand and as asit itshould shouldbe  ohand andas asit asitshould itshouldbe ,5
9911, great great  ,5
9912,just the way  lke  justthe theway way lke lke  justtheway theway waylke lke ,5
9913,did anybody ever tell you that you smell like the future   anybodyever evertell tellyou youthat thatyou yousmell  likethe thefuture future  ever anybodyevertell evertellyou tellyouthat   you the  thefuture ,5
9914,laughs  know how you feel laughs know knowhow howyou youfeel  laughsknow knowhow knowhowyou howyoufeel ,5
9915, hd  lot of fun person  sw some shows went to nghtclubs hd hd lot lotof offun  person sw swsome   wentto tonghtclubs  hd hdlot lotof lotoffun of  personsw swsome sw went to wenttonghtclubs ,5
9916,person thinks  such  nice dog personthinks thinks such such nice nicedog  personthinks thinkssuch such suchnice nicedog ,5
9917,  nice outfit  nice niceoutfit  nice niceoutfit ,5
9918,now  that jolly  now that thatjolly jolly  nowthat thatjolly thatjolly ,5
9919,for the frst tme n my whole lfe  know what  want to do forthe thefrst frsttme tmen nmy  wholelfe lfe know knowwhat what want wantto todo  forthefrst thefrsttme frsttmen tmenmy n lfe wholelfe lfeknow knowwhat knowwhat whatwant wantto wanttodo ,5
9920, getting the deluxe treatment getting gettingthe thedeluxe deluxetreatment  gettingthe gettingthedeluxe thedeluxetreatment ,5
9921,then  danced n tuscaloosa and the mayor sad the ncest thngs about me then danced dancedn ntuscaloosa  andthe  mayorsad sadthe thencest ncestthngs thngsabout aboutme  thendanced dancedn dancedntuscaloosa n the and sad mayorsadthe sadthencest thencestthngs ncestthngsabout thngsaboutme ,5
9922,  beutiful boy  beutiful beutifulboy  beutiful beutifulboy ,5
9923,no two people have ever been so in love   peoplehave   beenso  inlove  people have people been so been love ,5
9924,person the funniest champion ever personthe thefunniest funniestchampion championever  personthefunniest thefunniestchampion funniestchampionever ,5
9925, not think about person or anything sad right now not notthink thinkabout aboutperson  oranything  sadright rightnow  notthink   about anything or right sadrightnow ,5
9926,you folks hve  nice trip youfolks folkshve hve nice nicetrip  youfolkshve folkshve hvenice nicetrip ,5
9927,perseus and person will be happy together perseusand andperson personwill willbe behappy happytogether  perseusandperson andpersonwill personwillbe willbehappy behappytogether ,5
9928,this makes  thismakes makes  thismakes ,5
9929,thank you for all your help tonight thankyou youfor forall allyour yourhelp helptonight  thankyoufor youforall forallyour allyourhelp yourhelptonight ,5
9930, bought hm the lovelest lttle sweter s  rewrd bought boughthm hmthe thelovelest lovelestlttle lttlesweter sweters s rewrd  boughthm boughthmthe hmthelovelest thelovelestlttle lovelestlttlesweter lttlesweters sweters srewrd ,5
9931,hey come on heycome comeon  heycomeon ,5
9932,remember the nght  the frst tme  went scramblng wth the rebels rememberthe thenght nght the thefrst frsttme tme went wentscramblng scramblngwth wththe   rememberthenght thenght nghtthe thefrst thefrsttme frsttme tmewent wentscramblng wentscramblngwth scramblngwththe wth ,5
9933, love that  love lovethat that  lovethat lovethat ,5
9934,location always been good to me locationalways alwaysbeen beengood goodto tome  locationalwaysbeen alwaysbeengood beengoodto goodtome ,5
9935,they are so beautiful theyare areso sobeautiful  theyareso aresobeautiful ,5
9936,  good nme  good goodnme  good goodnme ,5
9937,which is fine because you really never could have had me anyway  isfine  becauseyou youreally   couldhave havehad hadme   fine is you  you could have   had ,5
9938, get hot get gethot  gethot ,5
9939,okay  better  closer okay better better closer  okaybetter better bettercloser ,5
9940, thnk he fnally beleved me thnk thnkhe hefnally fnallybeleved belevedme  thnkhe thnkhefnally hefnallybeleved fnallybelevedme ,5
9941,we have come to wish you joy wehave havecome cometo towish wishyou youjoy  wehavecome havecometo cometowish towishyou wishyoujoy ,5
9942,we won wewon  ,5
9943, perfect perfect  ,5
9944, really lked the dea really reallylked lkedthe thedea  reallylked reallylkedthe lkedthedea ,5
9945,wht  gret dress wht gret gretdress  whtgret gretdress ,5
9946, somethng nd f  rght  thnk 've solved  murder somethng somethngnd ndf f rght rght thnk thnk've 'vesolved solved murder  somethngnd somethngndf ndf frght rght rghtthnk thnk've thnk'vesolved 'vesolved solvedmurder ,5
9947,  good ide  good goodide  good goodide ,5
9948,  beutiful kid  beutiful beutifulkid  beutiful beutifulkid ,5
9949, lke pnk champagne lke lkepnk pnkchampagne  lkepnk lkepnkchampagne ,5
9950, sure that in all location  no empathicalist as charming as you sure surethat  inall  location no     asyou  surethat sure all in  locationno  as charming as you ,5
9951,and in the enchantment of the moment  let poetry work its magic  inthe   ofthe themoment moment let      the in of the  themoment momentlet  work its magic ,5
9952, sad some bad thngs about the boy but we can explan that to the  and exctement of  because  certanly changed hs ways now sad sadsome  badthngs thngsabout aboutthe theboy   wecan canexplan explanthat thatto tothe the and andexctement exctementof of because because certanly certanlychanged changedhs hsways   sadsome sad thngs badthngsabout thngsaboutthe  the we can wecanexplan canexplanthat explanthatto  tothe theand andexctement andexctementof exctementof ofbecause because becausecertanly certanlychanged certanlychangedhs changedhsways hs ,5
9953,bye  bye  ,5
9954,shangri la on dope shangrila laon ondope  shangrilaon laondope ,5
9955, love these guys love lovethese theseguys  lovethese lovetheseguys ,5
9956,champagne person  champagneperson person  champagneperson ,5
9957, wonderful wonderful  ,5
9958, am seeng am amseeng  amseeng ,5
9959,person feels better today person personfeels feelsbetter bettertoday todayperson  personfeelsbetter feelsbettertoday bettertodayperson ,5
9960,you can see that they are jealous youcan cansee seethat thatthey theyare arejealous  youcansee canseethat seethatthey thattheyare theyarejealous ,5
9961,why this ws given to me by  very der friend  thisws wsgiven  tome meby by very veryder derfriend  ws thiswsgiven ws me  meby byvery veryder veryderfriend ,5
9962,things usually change for the better thingsusually usuallychange changefor forthe thebetter  thingsusuallychange usuallychangefor changeforthe forthebetter ,5
9963,person you are  personyou youare are  personyouare youare ,5
9964,as  sad t's nothng fancy but t's clean as sad sadt's t'snothng nothngfancy fancybut butt's t'sclean  assad sadt's sadt'snothng t'snothngfancy nothngfancybut fancybutt's butt'sclean ,5
9965,good crowd goodcrowd  ,5
9966, wonderful darling wonderful wonderfuldarling  wonderfuldarling ,5
9967, always been in love with you always alwaysbeen beenin inlove lovewith withyou  alwaysbeen alwaysbeenin beeninlove inlovewith lovewithyou ,5
9968,good morning goodmorning  ,5
9969,it was pretty fancy wrestling kid itwas waspretty prettyfancy fancywrestling wrestlingkid  itwaspretty wasprettyfancy prettyfancywrestling fancywrestlingkid ,5
9970,we threw our thumbs in the ir nd hitched  ride     inthe their irnd ndhitched hitched ride  our thumbs in the intheir theirnd irndhitched ndhitched hitchedride ,5
9971,nutritionally speaking it is exquisite nutritionallyspeaking speakingit itis isexquisite  nutritionallyspeakingit speakingitis itisexquisite ,5
9972,you oughtta try it it might clear your head   tryit itit itmight   yourhead  try it   it your head ,5
9973,time flies when  having fun timeflies flieswhen when having havingfun  timeflieswhen flieswhen whenhaving havingfun ,5
9974, nice nice  ,5
9975,hey  worry  hey worry worry  heyworry worry ,5
9976,and you look lovely in the candlelight andyou youlook looklovely lovelyin inthe thecandlelight  andyoulook youlooklovely looklovelyin lovelyinthe inthecandlelight ,5
9977,well done welldone  ,5
9978,it should come to life for every boy itshould shouldcome cometo   forevery everyboy   shouldcometo come for every foreveryboy ,5
9979, thought t ws  good speech thought thoughtt tws ws good goodspeech  thoughtt thoughttws tws wsgood goodspeech ,5
9980, thnk t's cute thnk thnkt's t'scute  thnkt's thnkt'scute ,5
9981, got  gret body got got gret gretbody  got gotgret gretbody ,5
9982,he is nice heis isnice  heisnice ,5
9983,the loveliest lady  ever seen theloveliest loveliestlady lady ever everseen  theloveliestlady loveliestlady ladyever everseen ,5
9984,it does feel better to get it out itdoes doesfeel feelbetter  toget getit itout  itdoesfeel doesfeelbetter feel get togetit getitout ,5
9985,there never was any love lost between us         was any love lost between us ,5
9986,how perfectly lovely howperfectly perfectlylovely  howperfectlylovely ,5
9987,have fun sweetie  havefun funsweetie sweetie  havefunsweetie funsweetie ,5
9988, hve  cr for you hve hve cr crfor foryou  hve hvecr crfor crforyou ,5
9989,  good ide  good goodide  good goodide ,5
9990,one way to pleasure oneway wayto topleasure  onewayto waytopleasure ,5
9991,you got our group back man yougot gotour ourgroup groupback backman  yougotour gotourgroup ourgroupback groupbackman ,5
9992, got that hawaan sea fronter dspatch decoded got gotthat thathawaan hawaansea seafronter fronterdspatch dspatchdecoded  gotthat gotthathawaan thathawaansea hawaanseafronter seafronterdspatch fronterdspatchdecoded ,5
9993,it was hope itwas washope  itwashope ,5
9994, dd t great dd ddt tgreat  ddt ddtgreat ,5
9995, celebrating celebrating  ,5
9996,recent results are all positive recentresults resultsare areall allpositive  recentresultsare resultsareall areallpositive ,5
9997,has anyone ever told you that you smell the  hasanyone anyoneever  toldyou youthat thatyou yousmell  the   anyone you toldyouthat   you  ,5
9998, thnk  great thnk thnk great  thnk thnkgreat ,5
9999, more than welcome to bring her or him along more morethan  welcometo   heror    morethan more to welcome her or her along ,5
10000,the other day you looked like you were still hurting theother    lookedlike likeyou youwere werestill   the you looked like   youwerestill were ,6
10001,you nsst on puttng me n  stuton tht   enjoy t ll younsst nsston onputtng puttngme men n stuton stutontht tht  enjoy enjoyt tll  younsston nsstonputtng onputtngme puttngmen men nstuton stutontht stutontht tht enjoy enjoyt enjoytll ,6
10002, when they start drifting when whenthey theystart startdrifting  whenthey whentheystart theystartdrifting ,6
10003,my  much worse my much muchworse  mymuch muchworse ,6
10004,it makes me sad itmakes makesme mesad  itmakesme makesmesad ,6
10005,poor country  you sold the loction in  senseless wr  country you yousold soldthe theloction loctionin in senseless senselesswr   countryyou yousold yousoldthe soldtheloction theloctionin loctionin insenseless senselesswr ,6
10006,admitting defeat is not easy admittingdefeat defeatis isnot noteasy  admittingdefeatis defeatisnot isnoteasy ,6
10007,  thnk everybody goes through lfe thnkng about chld sex traffckng n the locaton  thnk thnkeverybody   throughlfe lfethnkng thnkngabout aboutchld chldsex sextraffckng traffckngn nthe thelocaton  thnk thnkeverybody thnk through lfe throughlfethnkng lfethnkngabout thnkngaboutchld aboutchldsex chldsextraffckng sextraffckngn traffckngnthe nthelocaton ,6
10008,we know  sad buddy but you have to go to school weknow know sad   butyou youhave haveto togo goto   weknow knowsad  but you butyouhave youhaveto havetogo togoto go ,6
10009,t seems  try to do the mpossble tseems seems try tryto todo dothe thempossble  tseems seemstry tryto trytodo todothe dothempossble ,6
10010,and  all  can gve you and all all can cangve gveyou  andall all allcan cangve cangveyou ,6
10011,three of your neighbors were killed last night threeof ofyour yourneighbors neighborswere werekilled killedlast lastnight  threeofyour ofyourneighbors yourneighborswere neighborswerekilled werekilledlast killedlastnight ,6
10012,oh my poor husband ohmy mypoor poorhusband  ohmypoor mypoorhusband ,6
10013,unfortunately  have to get back to my kds now unfortunately have haveto toget getback backto tomy mykds kdsnow  unfortunatelyhave haveto havetoget togetback getbackto  tomykds mykdsnow ,6
10014,you hurt his feelings youhurt hurthis hisfeelings  youhurthis hurthisfeelings ,6
10015,nobody  ,6
10016,all  ever do s try to make you happy all ever everdo dos stry tryto tomake makeyou youhappy  allever everdo everdos dostry stryto    ,6
10017, ddn't tell hm ddn't ddn'ttell tellhm  ddn'ttell ddn'ttellhm ,6
10018,even though you may think that you are having fun now you are only hurting the one you love  thoughyou youmay  thinkthat thatyou youare arehaving havingfun  nowyou youare areonly   theone  youlove  you  you that  thatyouare   having you   are the one the love ,6
10019, shall always thnk about t shall shallalways alwaysthnk thnkabout aboutt  shallalways shallalwaysthnk alwaysthnkabout thnkaboutt ,6
10020,by the way person about your car  theway wayperson personabout aboutyour yourcar  way thewayperson waypersonabout personaboutyour aboutyourcar ,6
10021,when person died person was only five  persondied diedperson personwas wasonly onlyfive  died persondiedperson diedpersonwas personwasonly wasonlyfive ,6
10022, mss you too mss mssyou youtoo  mssyou mssyoutoo ,6
10023,he  look well last night he look lookwell welllast lastnight  helook lookwell lookwelllast welllastnight ,6
10024, really mssed you really reallymssed mssedyou  reallymssed reallymssedyou ,6
10025,person  look so unhappy person look lookso sounhappy  personlook lookso looksounhappy ,6
10026,yeah ever since uh person joined the firm  been trying to marry me off        firm been  tryingto tomarry  meoff  since uh person joined the firm  firmbeen  to  to off ,6
10027,having to hear it in installments could be unbearable  tohear hearit itin  installmentscould couldbe beunbearable  hear tohearit  it could   ,6
10028, only sw her when the fmly rented  frm n the summer only onlysw swher herwhen whenthe thefmly fmlyrented rented frm frmn nthe   onlysw onlyswher swherwhen  whenthefmly thefmlyrented fmlyrented rentedfrm frmn frmnthe n ,6
10029,opening night never starts on time openingnight nightnever neverstarts startson ontime  openingnightnever nightneverstarts neverstartson startsontime ,6
10030,seven passengers and two crewmen were killed sevenpassengers passengersand  twocrewmen crewmenwere werekilled  sevenpassengersand passengers crewmen twocrewmenwere crewmenwerekilled ,6
10031, kind of sad though all that money and nobody to enjoy it kind kindof    allthat  moneyand   toenjoy enjoyit  kindof kind though all that all and money to enjoy  ,6
10032, wonder f  wll ever have the turn wonder wonderf f wll wllever everhave havethe theturn  wonderf wonderf fwll wllever wlleverhave everhavethe havetheturn ,6
10033, wll ths sn't exactly comfortable for me  know you wanted ths job wll wllths thssn't sn'texactly   forme me know knowyou youwanted wantedths thsjob  wllths wllthssn't thssn'texactly sn't for me forme meknow knowyou  youwantedths wantedthsjob ,6
10034,my magical powers are no good at all mymagical magicalpowers powersare areno nogood goodat atall  mymagicalpowers magicalpowersare powersareno arenogood nogoodat goodatall ,6
10035,but when the sick one is yourself you can not run away butwhen whenthe   oneis  yourselfyou youcan cannot  runaway   when one is one you  youcannot can away ,6
10036,he died suddenly hedied diedsuddenly  hediedsuddenly ,6
10037,person hits the ceiling and throws me out       meout  the ceiling and throws me out ,6
10038,this death sticks in my mind and makes me bad company    inmy mymind mindand  makesme mebad   sticks in my inmymind  mind me  me ,6
10039,what was your relationship with the deceased  whatwas wasyour yourrelationship relationshipwith withthe thedeceased deceased  whatwasyour wasyourrelationship yourrelationshipwith relationshipwiththe withthedeceased thedeceased ,6
10040, have to spend half my lfe watng for these tme clocks to open have haveto    mylfe lfewatng watngfor  thesetme tmeclocks  toopen  haveto have half my lfe mylfewatng lfewatngfor watng tme thesetmeclocks tme open ,6
10041, barely know her  found her lke ths and  brought her here barely   her found foundher herlke lkeths thsand and brought     her  herfound foundher foundherlke herlkeths lkethsand thsand andbrought  here ,6
10042, bet  starvng to death bet bet starvng starvngto todeath  bet betstarvng starvngto starvngtodeath ,6
10043,no  have not been away all that tme no have  notbeen beenaway  allthat thattme  nohave  been notbeenaway been that allthattme ,6
10044,you mean you  love him anymore  youmean meanyou you love lovehim himanymore anymore  youmeanyou meanyou youlove lovehim lovehimanymore himanymore ,6
10045, do not lke do donot notlke  donot donotlke ,6
10046,person drowned the day before his fourth birthday   theday      the day the his fourth birthday ,6
10047, ddn't mean anythng bad ddn't ddn'tmean meananythng anythngbad  ddn'tmean ddn'tmeananythng meananythngbad ,6
10048,but that is not true butthat thatis isnot nottrue  butthatis thatisnot isnottrue ,6
10049, leaving leaving  ,6
10050, apologse for hs appontment apologse apologsefor forhs hsappontment  apologsefor apologseforhs forhsappontment ,6
10051,what does it mean to be excited person  whatdoes doesit itmean meanto tobe beexcited excitedperson person  whatdoesit doesitmean itmeanto meantobe tobeexcited beexcitedperson excitedperson ,6
10052,  make the rent  was too ashamed to go home  make makethe  rent was wastoo   togo gohome  make makethe make  rentwas wastoo was to go togohome ,6
10053,three of your neighbors were killed last night threeof ofyour yourneighbors neighborswere werekilled killedlast lastnight  threeofyour ofyourneighbors yourneighborswere neighborswerekilled werekilledlast killedlastnight ,6
